activation_composition,architecture,mean_test_accuracy,std_test_accuracy,best_test_accuracy,n_trials,epochs,batch_size
"(('relu', 'relu', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus'))","[7, 5]",0.8941000000000001,0.01220966830016276,0.9117,5,10,128
"(('leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus'))","[7, 5]",0.8953599999999999,0.007511750794588428,0.9012,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus'), ('relu', 'relu', 'relu', 'relu', 'softplus', 'tanh', 'tanh'))","[5, 7]",0.88964,0.006556096399535337,0.8969,5,10,128
"(('relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh'))","[7, 5]",0.88332,0.018236929566130367,0.9083,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu'))","[6, 6]",0.8926999999999999,0.008332346608249113,0.9009,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'relu'), ('relu', 'relu', 'relu', 'relu', 'relu', 'softplus', 'tanh'))","[5, 7]",0.8890399999999999,0.0064592878864469135,0.8986,5,10,128
"(('leaky_relu', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'), ('relu', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus'))","[6, 6]",0.8909,0.010763828315241747,0.9053,5,10,128
"(('softplus', 'softplus', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'))","[5, 7]",0.8853000000000002,0.0027633313228782436,0.8883,5,10,128
"(('softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu'))","[7, 5]",0.89082,0.01717619282611839,0.9083,5,10,128
"(('leaky_relu', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'))","[6, 6]",0.8972999999999999,0.005844313475507651,0.9069,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'tanh'), ('softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'))","[6, 6]",0.90098,0.0051901445066587365,0.9087,5,10,128
"(('relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus'), ('relu', 'relu', 'relu', 'relu', 'relu'))","[7, 5]",0.8977600000000001,0.0029411562352244943,0.9015,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus'))","[5, 7]",0.8737999999999999,0.007546919901522722,0.8873,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'softplus', 'softplus'), ('leaky_relu', 'relu', 'relu', 'softplus', 'tanh'))","[7, 5]",0.89322,0.006129730826064081,0.9018,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus'), ('softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus'))","[5, 7]",0.8846,0.007777146006087334,0.8952,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'relu', 'relu'))","[6, 6]",0.88778,0.01340438734146397,0.9066,5,10,128
"(('leaky_relu', 'relu', 'relu', 'softplus', 'softplus'), ('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'relu', 'relu'))","[5, 7]",0.8812200000000001,0.0181857526652047,0.9,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8757199999999999,0.004431433176749943,0.88,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'softplus', 'tanh'), ('relu', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8933199999999999,0.007550999933783601,0.8997,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus'))","[7, 5]",0.8947199999999998,0.014889378764743699,0.9042,5,10,128
"(('relu', 'relu', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'tanh'))","[6, 6]",0.89824,0.004366050847161532,0.9042,5,10,128
"(('leaky_relu', 'relu', 'softplus', 'softplus', 'tanh'), ('relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus', 'tanh'))","[5, 7]",0.88336,0.018204680716782693,0.8964,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus'))","[6, 6]",0.8975200000000001,0.006171353174142604,0.904,5,10,128
"(('relu', 'relu', 'relu', 'softplus', 'softplus'), ('relu', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8883800000000001,0.009745029502264222,0.8977,5,10,128
"(('relu', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'tanh'))","[7, 5]",0.8983399999999999,0.01015255632833425,0.9136,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'relu', 'relu'), ('relu', 'relu', 'relu', 'softplus', 'tanh', 'tanh'))","[6, 6]",0.8895,0.011286629257665918,0.8999,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'softplus', 'tanh', 'tanh'))","[7, 5]",0.89436,0.0040937024806402406,0.9011,5,10,128
"(('relu', 'softplus', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'))","[5, 7]",0.88576,0.00875616354347039,0.8971,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus', 'tanh', 'tanh'))","[5, 7]",0.8831999999999999,0.009802652702202628,0.8978,5,10,128
"(('relu', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh'))","[7, 5]",0.89994,0.006457429829274196,0.9111,5,10,128
"(('leaky_relu', 'relu', 'softplus', 'softplus', 'softplus'), ('relu', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus'))","[5, 7]",0.88674,0.007275877953896699,0.8945,5,10,128
"(('leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'tanh'))","[6, 6]",0.89092,0.006047611098607431,0.8979,5,10,128
"(('relu', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'softplus'))","[6, 6]",0.90038,0.00561797116404131,0.9096,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'softplus', 'tanh'))","[5, 7]",0.8872599999999998,0.00946860074139788,0.8977,5,10,128
"(('leaky_relu', 'relu', 'relu', 'tanh', 'tanh'), ('softplus', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.87056,0.015814626141644958,0.8889,5,10,128
"(('relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'softplus', 'tanh', 'tanh'))","[7, 5]",0.8784199999999999,0.008159754898279746,0.892,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'tanh'), ('relu', 'relu', 'softplus', 'softplus', 'softplus', 'tanh'))","[6, 6]",0.89728,0.006824485328579737,0.9061,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh'), ('relu', 'softplus', 'softplus', 'softplus', 'softplus'))","[7, 5]",0.8935600000000001,0.0056443245831543,0.8996,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus'), ('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'relu', 'relu'))","[5, 7]",0.89062,0.004231500915750819,0.8982,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'relu', 'softplus'), ('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus'))","[7, 5]",0.89778,0.004415155716393243,0.9037,5,10,128
"(('relu', 'relu', 'softplus', 'softplus', 'tanh', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'softplus', 'tanh'))","[6, 6]",0.89442,0.0043577058184324545,0.899,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'softplus', 'softplus', 'softplus'))","[7, 5]",0.8889400000000001,0.013771361588455945,0.8995,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh'), ('relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus'))","[5, 7]",0.8914,0.002931893586063453,0.894,5,10,128
"(('leaky_relu', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'softplus', 'tanh'))","[6, 6]",0.8882200000000001,0.006480246908876242,0.899,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus'), ('relu', 'softplus', 'softplus', 'tanh', 'tanh'))","[7, 5]",0.8912800000000001,0.008042735852929635,0.9062,5,10,128
"(('softplus', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'relu', 'relu'))","[5, 7]",0.8825,0.007756545622891653,0.8904,5,10,128
"(('leaky_relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'tanh'))","[7, 5]",0.8868600000000001,0.0038416663051337326,0.8944,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'relu', 'softplus'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus', 'softplus'))","[6, 6]",0.88064,0.021634380046583263,0.9031,5,10,128
"(('softplus', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'), ('relu', 'relu', 'softplus', 'softplus', 'tanh', 'tanh'))","[6, 6]",0.89268,0.0025482543044209657,0.896,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'relu', 'softplus', 'softplus', 'tanh', 'tanh'))","[6, 6]",0.9013199999999999,0.005126558299678279,0.9071,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus', 'softplus'))","[5, 7]",0.8864000000000001,0.012249081598226033,0.8993,5,10,128
"(('relu', 'relu', 'relu', 'softplus', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'softplus'))","[7, 5]",0.8826600000000001,0.017736132611141583,0.9048,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'relu', 'relu', 'tanh'), ('relu', 'relu', 'relu', 'softplus', 'softplus'))","[7, 5]",0.88856,0.015707781511085532,0.9051,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus'), ('leaky_relu', 'relu', 'relu', 'relu', 'softplus', 'tanh'))","[6, 6]",0.8860800000000001,0.009054148220567212,0.8958,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'softplus', 'softplus', 'tanh', 'tanh'))","[7, 5]",0.89336,0.003910294106585844,0.8983,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus', 'softplus', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'tanh'))","[7, 5]",0.8933199999999999,0.01589973584686237,0.9061,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'relu'), ('relu', 'relu', 'relu', 'softplus', 'softplus', 'tanh', 'tanh'))","[5, 7]",0.87066,0.018658360056553715,0.8954,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus'), ('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'tanh', 'tanh'))","[6, 6]",0.88852,0.008828907067128964,0.8958,5,10,128
"(('leaky_relu', 'relu', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'tanh'))","[7, 5]",0.8964399999999999,0.010239843748807882,0.909,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8925000000000001,0.002117545749210633,0.8951,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu'))","[7, 5]",0.89186,0.017543614222844728,0.9025,5,10,128
"(('relu', 'softplus', 'softplus', 'softplus', 'tanh'), ('relu', 'relu', 'relu', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8805799999999999,0.007287084464996963,0.8895,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'relu', 'softplus', 'softplus'))","[6, 6]",0.8881400000000002,0.009862778513177736,0.901,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus', 'tanh'))","[5, 7]",0.88758,0.005923309885528519,0.8963,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'relu', 'softplus', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'relu'))","[7, 5]",0.89746,0.008514834114649586,0.9119,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus'))","[5, 7]",0.8871600000000001,0.007307420885647683,0.895,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'softplus', 'softplus'))","[5, 7]",0.88046,0.007893947048213586,0.8923,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'softplus'), ('softplus', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8794599999999999,0.007373357444204106,0.8864,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'relu', 'relu', 'relu'), ('leaky_relu', 'relu', 'relu', 'relu', 'relu'))","[7, 5]",0.89618,0.010436359518529427,0.9042,5,10,128
"(('softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'tanh'))","[6, 6]",0.9014000000000001,0.006679221511523614,0.9102,5,10,128
"(('leaky_relu', 'relu', 'relu', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8874599999999999,0.008866476188430202,0.8973,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'tanh'), ('relu', 'relu', 'relu', 'softplus', 'tanh'))","[7, 5]",0.8652200000000001,0.05055608370908492,0.899,5,10,128
"(('relu', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'tanh'))","[6, 6]",0.89164,0.008407282557402243,0.9001,5,10,128
"(('leaky_relu', 'relu', 'softplus', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'relu', 'tanh', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8804799999999998,0.011250137776934123,0.8974,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.88606,0.0061701215547183665,0.8937,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'relu', 'relu', 'relu', 'tanh', 'tanh'))","[6, 6]",0.90012,0.003921938296301971,0.9052,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'tanh', 'tanh', 'tanh'), ('softplus', 'softplus', 'softplus', 'softplus', 'tanh'))","[7, 5]",0.89236,0.005980167221742205,0.9026,5,10,128
"(('leaky_relu', 'relu', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'))","[6, 6]",0.88852,0.008593811727051025,0.9006,5,10,128
"(('leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.893,0.005887953804166628,0.8998,5,10,128
"(('softplus', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu'))","[7, 5]",0.89878,0.005261710748416325,0.9064,5,10,128
"(('relu', 'softplus', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'softplus'))","[5, 7]",0.8812399999999998,0.014478894985460749,0.8983,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu'), ('relu', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.89388,0.008440710870536891,0.9037,5,10,128
"(('leaky_relu', 'relu', 'relu', 'softplus', 'tanh'), ('relu', 'relu', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8747400000000001,0.004631457653914157,0.8799,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'tanh', 'tanh'))","[7, 5]",0.8901999999999999,0.007694933398022377,0.8992,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus', 'tanh'))","[5, 7]",0.89496,0.0012626955294131547,0.8965,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'tanh', 'tanh'))","[6, 6]",0.8959399999999998,0.008060918061858699,0.9067,5,10,128
"(('softplus', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh'), ('relu', 'softplus', 'softplus', 'softplus', 'softplus'))","[7, 5]",0.89338,0.009205954594717496,0.9033,5,10,128
"(('softplus', 'softplus', 'softplus', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu'))","[5, 7]",0.88466,0.009912335748954428,0.8973,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu'))","[7, 5]",0.8806,0.020260108588060433,0.9029,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus'))","[6, 6]",0.89538,0.00759668348689086,0.9032,5,10,128
"(('softplus', 'softplus', 'softplus', 'softplus', 'tanh'), ('softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'))","[5, 7]",0.89132,0.0036564463622484693,0.8969,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'relu', 'softplus', 'softplus', 'softplus'))","[7, 5]",0.8925799999999999,0.008615195877053542,0.9034,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus'), ('leaky_relu', 'leaky_relu', 'relu', 'relu', 'relu', 'relu', 'softplus'))","[5, 7]",0.87698,0.015096940087315724,0.8957,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'tanh'))","[5, 7]",0.88024,0.015560282773780161,0.8959,5,10,128
"(('relu', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh'), ('softplus', 'tanh', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.88696,0.0058986778179520765,0.8974,5,10,128
"(('relu', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'tanh', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8964599999999999,0.003240123454438113,0.9007,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'relu', 'tanh', 'tanh'))","[7, 5]",0.88634,0.015412540348690095,0.8994,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'relu', 'relu', 'tanh'))","[5, 7]",0.8859200000000002,0.005922972226846948,0.8947,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'leaky_relu', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.8868600000000001,0.005944947434586799,0.8971,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.87884,0.0020703622871372125,0.8819,5,10,128
"(('relu', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'softplus', 'tanh', 'tanh', 'tanh'))","[7, 5]",0.8947600000000001,0.005210988389931422,0.9032,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus', 'tanh'), ('relu', 'relu', 'relu', 'relu', 'relu', 'relu'))","[6, 6]",0.8959999999999999,0.009228651039019745,0.9047,5,10,128
"(('relu', 'softplus', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus', 'tanh', 'tanh'))","[5, 7]",0.8796800000000001,0.01094246772899059,0.8958,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'relu', 'relu', 'tanh', 'tanh'))","[7, 5]",0.89216,0.00929098487782646,0.9074,5,10,128
"(('leaky_relu', 'leaky_relu', 'relu', 'softplus', 'softplus', 'tanh', 'tanh'), ('relu', 'softplus', 'softplus', 'tanh', 'tanh'))","[7, 5]",0.8953599999999999,0.005910532970891903,0.9062,5,10,128
"(('leaky_relu', 'relu', 'softplus', 'tanh', 'tanh', 'tanh'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu'))","[6, 6]",0.8847799999999999,0.013016205284183256,0.8979,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'tanh'), ('relu', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.8770999999999999,0.00967615626165681,0.8941,5,10,128
"(('leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'relu', 'tanh', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.8920199999999999,0.00250710988989314,0.8961,5,10,128
"(('relu', 'relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'softplus', 'softplus', 'tanh', 'tanh'))","[7, 5]",0.89936,0.0015742934923323266,0.9016,5,10,128
"(('relu', 'relu', 'relu', 'softplus', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'softplus'))","[7, 5]",0.8929600000000001,0.007993647477841382,0.9047,5,10,128
"(('leaky_relu', 'leaky_relu', 'softplus', 'softplus', 'tanh'), ('leaky_relu', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh'))","[5, 7]",0.87978,0.005260570311287556,0.8861,5,10,128
"(('relu', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus'), ('softplus', 'softplus', 'softplus', 'tanh', 'tanh', 'tanh'))","[6, 6]",0.88974,0.007131227103381322,0.8968,5,10,128
"(('leaky_relu', 'relu', 'relu', 'relu', 'relu', 'relu', 'relu'), ('relu', 'relu', 'relu', 'relu', 'relu'))","[7, 5]",0.89466,0.011604240604192935,0.9083,5,10,128
"(('leaky_relu', 'softplus', 'softplus', 'softplus', 'softplus'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu', 'softplus'))","[5, 7]",0.88346,0.006312083649635822,0.8892,5,10,128
"(('leaky_relu', 'leaky_relu', 'leaky_relu', 'relu', 'relu'), ('leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'relu'))","[5, 7]",0.88888,0.003166322788346113,0.8936,5,10,128
